id,grammarType,group,sentence,optionA,optionB,optionC,optionD,correct,infinitive,preteritum,meaning,translation,synonym,antonym
906,Đồng nghĩa,,"Er hat sich in der Diskussion ruhig ""verhalten"". — Từ nào đồng nghĩa với từ trong ngoặc kép?",nicht bemerken,äußern,sich benehmen,errichten,sich benehmen,verhalten,verhielt,cư xử,Anh ấy đã cư xử điềm tĩnh trong cuộc tranh luận.,,
907,Đồng nghĩa,,"Er hat sich in der Prüfung merkwürdig ""benommen"". — Từ nào đồng nghĩa với từ trong ngoặc kép?",starten,sich verhalten,abrücken,beschützen,sich verhalten,benehmen,benahm,cư xử,Anh ấy đã cư xử kỳ lạ trong kỳ thi.,,
908,Trái nghĩa,,"Der Komiker hat das Publikum gut ""unterhalten"". — Từ nào trái nghĩa với từ trong ngoặc kép?",angekommen (đến nơi),gelangweilt (làm cho chán),getrennt (tách rời),fortgesetzt (tiếp tục),gelangweilt (làm cho chán),unterhalten,unterhielt,giải trí; trò chuyện,Diễn viên hài đã làm khán giả rất vui.,,
909,Trái nghĩa,,"Wir sind an der nächsten Station ""ausgestiegen"". — Từ nào trái nghĩa với từ trong ngoặc kép?",eingestiegen (lên xe),verboten (cấm),angenommen (chấp nhận),verschwiegen (giấu kín),eingestiegen (lên xe),aussteigen,stieg aus,xuống xe; rút lui,Chúng tôi đã xuống xe ở trạm tiếp theo.,,
910,Trái nghĩa,,"Ich habe mein Handy beim Kundendienst ""abgegeben"". — Từ nào trái nghĩa với từ trong ngoặc kép?",abgeholt (lấy về),angenommen (chấp nhận),eingeschaltet (bật),verlassen (rời khỏi),abgeholt (lấy về),abgeben,gab ab,nộp lại; giao,Tôi đã nộp điện thoại tại trung tâm bảo hành.,,
911,Trái nghĩa,,"Sie hat ihre Meinung klar ""ausgesprochen"". — Từ nào trái nghĩa với từ trong ngoặc kép?",abgestellt (tắt),aufgerichtet (dựng lại),zugeschlagen (đóng lại),verschwiegen (giấu kín),verschwiegen (giấu kín),aussprechen,sprach aus,phát âm; bày tỏ,Cô ấy đã bày tỏ quan điểm của mình rõ ràng.,,
912,Trái nghĩa,,"Der Minister ist wegen des Skandals ""zurückgetreten"". — Từ nào trái nghĩa với từ trong ngoặc kép?",gedehnt (giãn ra),abgenommen (giảm cân),angetreten (nhậm chức),zurückgeblieben (ở lại),angetreten (nhậm chức),zurücktreten,trat zurück,từ chức; lùi lại,Bộ trưởng đã từ chức vì vụ bê bối.,,
913,Trái nghĩa,,"Der Zug ist schon ""abgefahren"". — Từ nào trái nghĩa với từ trong ngoặc kép?",ausgezogen (cởi đồ),angekommen (đến nơi),ausgeatmet (thở ra),entlassen (sa thải),angekommen (đến nơi),abfahren,fuhr ab,khởi hành,Tàu đã khởi hành rồi.,,
914,Trái nghĩa,,"Er hat bei dem Streit einfach ""weggeschaut"". — Từ nào trái nghĩa với từ trong ngoặc kép?",stehengeblieben (dừng lại),aufgedeckt (mở ra),hingeschaut (nhìn thẳng vào),getrennt (ngắt kết nối),hingeschaut (nhìn thẳng vào),wegschauen,schaute weg,quay đi không nhìn,Anh ấy chỉ đơn giản là quay đi khi có cuộc cãi vã.,,
915,Trái nghĩa,,"Nach der Krankheit hat er sich gut ""erholt"". — Từ nào trái nghĩa với từ trong ngoặc kép?",untergegangen (lặn - mặt trời),abgebaut (tháo dỡ),aufgegeben (từ bỏ),verschlechtert (trở nên tệ hơn),verschlechtert (trở nên tệ hơn),erholen,erholte,"nghỉ ngơi, hồi phục","Sau khi ốm, anh ấy đã hồi phục tốt.",,
916,Trái nghĩa,,"Nach dem Unfall ist sie langsam wieder ""erwacht"". — Từ nào trái nghĩa với từ trong ngoặc kép?",mitgemacht (tham gia),zugenommen (tăng cân),eingehalten (tuân thủ),eingeschlafen (ngủ thiếp đi),eingeschlafen (ngủ thiếp đi),erwachen,erwachte,thức tỉnh (trang trọng),"Sau vụ tai nạn, cô ấy đã từ từ tỉnh lại.",,
917,Trái nghĩa,,"Der Unterricht ist heute wegen Krankheit ""ausgefallen"". — Từ nào trái nghĩa với từ trong ngoặc kép?",angekommen (đến nơi),eingeschlafen (chìm vào giấc ngủ),gelobt (khen ngợi),stattgefunden (diễn ra),stattgefunden (diễn ra),ausfallen,fiel aus,bị hủy; rụng,Hôm nay buổi học đã bị hủy vì lý do ốm đau.,,
918,Trái nghĩa,,"Der Zug ist pünktlich in den Bahnhof ""eingefahren"". — Từ nào trái nghĩa với từ trong ngoặc kép?",eingeschlafen (chìm vào giấc ngủ),aufgestiegen (thăng hạng),ausgefahren (chạy ra),aufgegeben (từ bỏ),ausgefahren (chạy ra),einfahren,fuhr ein,tiến vào (ga),Tàu đã vào ga đúng giờ.,,
919,Trái nghĩa,,"Er hat das Fenster ""aufgemacht"". — Từ nào trái nghĩa với từ trong ngoặc kép?",gekündigt (từ chức),getrennt (tách rời),getrennt (ngắt kết nối),zugemacht (đóng),zugemacht (đóng),aufmachen,machte auf,mở ra,Anh ấy đã mở cửa sổ.,,
920,Trái nghĩa,,"Der Hund wurde vor dem Laden ""angebunden"". — Từ nào trái nghĩa với từ trong ngoặc kép?",untergegangen (lặn - mặt trời),eingeschlafen (chìm vào giấc ngủ),aufgerichtet (dựng lại),losgebunden (tháo dây),losgebunden (tháo dây),anbinden,band an,buộc vào,Con chó đã được buộc trước cửa hàng.,,
921,Trái nghĩa,,"Er ist bei einer großen Firma ""angestellt"". — Từ nào trái nghĩa với từ trong ngoặc kép?",entlassen (sa thải),behalten (giữ lại),losgelassen (buông ra),ausgezogen (cởi đồ),entlassen (sa thải),anstellen,stellte an,thuê nhân viên; bật máy,Anh ấy được tuyển dụng ở một công ty lớn.,,
922,Trái nghĩa,,"Die Kinder haben dem Spiel begeistert ""zugeschaut"". — Từ nào trái nghĩa với từ trong ngoặc kép?",zerstreut (giải tán),verlassen (rời khỏi),gefördert (thúc đẩy/ủng hộ),mitgemacht (tham gia),mitgemacht (tham gia),zuschauen,schaute zu,"xem, quan sát",Bọn trẻ đã hào hứng theo dõi trận đấu.,,
923,Trái nghĩa,,"Der Fotograf hat den Moment ""festgehalten"". — Từ nào trái nghĩa với từ trong ngoặc kép?",geöffnet (mở),losgelassen (buông ra),gebrochen (vi phạm),aufgehoben (giữ lại),losgelassen (buông ra),festhalten,hielt fest,giữ chặt; ghi lại,Nhiếp ảnh gia đã ghi lại khoảnh khắc đó.,,
924,Trái nghĩa,,"Wir haben das Treffen um eine Woche ""zurückgestellt"". — Từ nào trái nghĩa với từ trong ngoặc kép?",eingeschlafen (chìm vào giấc ngủ),gekauft (mua),versteckt (giấu đi),vorgezogen (đẩy sớm lên),vorgezogen (đẩy sớm lên),zurückstellen,stellte zurück,hoãn lại; đặt lại chỗ cũ,Chúng tôi đã hoãn buổi gặp mặt lại một tuần.,,
925,Trái nghĩa,,"Er hat seine Meinung am Ende ""durchgesetzt"". — Từ nào trái nghĩa với từ trong ngoặc kép?",ausgepackt (mở gói),nachgegeben (nhượng bộ),abgeholt (đón),ausgeschlossen (loại trừ),nachgegeben (nhượng bộ),durchsetzen,setzte durch,thực thi; đạt được,Cuối cùng anh ấy đã bảo vệ được quan điểm của mình.,,
926,Trái nghĩa,,"Der Lehrer hat den Fehler leider ""übersehen"". — Từ nào trái nghĩa với từ trong ngoặc kép?",bemerkt (nhận ra),weggelaufen (chạy đi),entlassen (sa thải),gedehnt (giãn ra),bemerkt (nhận ra),übersehen,übersah,bỏ sót,Tiếc là thầy giáo đã bỏ sót lỗi đó.,,
927,Trái nghĩa,,"Der Hund wurde endlich ""losgelassen"". — Từ nào trái nghĩa với từ trong ngoặc kép?",eingefahren (vào ga),angefangen (bắt đầu),festgehalten (giữ chặt),gegeben (cho),festgehalten (giữ chặt),loslassen,ließ los,buông ra,Cuối cùng con chó đã được thả ra.,,
928,Trái nghĩa,,"Ich habe den Vertrag genau ""durchgelesen"". — Từ nào trái nghĩa với từ trong ngoặc kép?",fortgesetzt (tiếp tục),überflogen (đọc lướt),entlassen (sa thải),ausgeschaltet (tắt),überflogen (đọc lướt),durchlesen,las durch,"đọc kỹ, đọc hết",Tôi đã đọc kỹ toàn bộ hợp đồng.,,
929,Trái nghĩa,,"Meine Eltern sind über Ostern ""verreist"". — Từ nào trái nghĩa với từ trong ngoặc kép?",bestehen geblieben (vẫn tồn tại),abgewendet (quay lưng đi),geblieben (ở lại),zu Hause geblieben (ở nhà),zu Hause geblieben (ở nhà),verreisen,verreiste,đi du lịch xa,Bố mẹ tôi đã đi du lịch xa vào dịp lễ Phục sinh.,,
930,Trái nghĩa,,"Sie hat ihren Plan schließlich ""aufgegeben"". — Từ nào trái nghĩa với từ trong ngoặc kép?",ausgeleert (đổ ra hết),gegeben (cho),vorgezogen (đẩy sớm lên),weitergemacht (tiếp tục),weitergemacht (tiếp tục),aufgeben,gab auf,từ bỏ; gửi thư,Cuối cùng cô ấy đã từ bỏ kế hoạch của mình.,,
931,Trái nghĩa,,"Wir haben bei dem Spiel alle ""mitgemacht"". — Từ nào trái nghĩa với từ trong ngoặc kép?",eingegriffen (can thiệp),weitergefahren (tiếp tục đi),ferngeblieben (đứng ngoài),abgebaut (tháo dỡ),ferngeblieben (đứng ngoài),mitmachen,machte mit,tham gia,Tất cả chúng tôi đều đã tham gia trò chơi đó.,,
932,Trái nghĩa,,"Wir sind gestern Abend ""ausgegangen"", um zu feiern. — Từ nào trái nghĩa với từ trong ngoặc kép?",aufgegeben (từ bỏ),zu Hause geblieben (ở nhà),gefehlt (thiếu),durchgesetzt (kiên quyết),zu Hause geblieben (ở nhà),ausgehen,ging aus,đi chơi; kết thúc ra sao,Tối qua chúng tôi đã đi chơi để ăn mừng.,,
933,Trái nghĩa,,"Meine Schwester ist zum Konzert ""mitgekommen"". — Từ nào trái nghĩa với từ trong ngoặc kép?",aufgedeckt (mở ra),zurückgeblieben (ở lại),bemerkt (nhận ra),verschwunden (biến mất),zurückgeblieben (ở lại),mitkommen,kam mit,đi cùng,Em gái tôi đã đi cùng đến buổi hòa nhạc.,,
934,Trái nghĩa,,"Ich habe ein neues Restaurant ""vorgeschlagen"". — Từ nào trái nghĩa với từ trong ngoặc kép?",verlassen (rời khỏi),bemerkt (nhận ra),mitgemacht (tham gia),abgelehnt (từ chối),abgelehnt (từ chối),vorschlagen,schlug vor,đề xuất,Tôi đã đề xuất một nhà hàng mới.,,
935,Trái nghĩa,,"Er hat den Vorsprung wieder ""eingeholt"". — Từ nào trái nghĩa với từ trong ngoặc kép?",zurückgeblieben (ở lại),geblieben (ở lại),getrennt (ngắt kết nối),zurückgefallen (tụt lại),zurückgefallen (tụt lại),einholen,holte ein,bắt kịp; xin (phép),Anh ấy đã bắt kịp lại khoảng cách dẫn trước.,,
936,Trái nghĩa,,"Die Mutter hat das Kind im Bett ""zugedeckt"". — Từ nào trái nghĩa với từ trong ngoặc kép?",aufgedeckt (mở ra),missverstanden (hiểu lầm),ausgemacht (tắt),abgestellt (tắt máy),aufgedeckt (mở ra),zudecken,deckte zu,đắp (chăn),Người mẹ đã đắp chăn cho đứa trẻ trên giường.,,
937,Trái nghĩa,,"Sie hat ihre Gefühle klar ""ausgedrückt"". — Từ nào trái nghĩa với từ trong ngoặc kép?",verschlechtert (trở nên tệ hơn),eingefahren (vào ga),verborgen (che giấu),unbemerkt geblieben (không bị chú ý),verborgen (che giấu),ausdrücken,drückte aus,"diễn đạt, bày tỏ",Cô ấy đã bày tỏ cảm xúc của mình một cách rõ ràng.,,
938,Trái nghĩa,,"Alle Mitarbeiter haben sich im Konferenzraum ""versammelt"". — Từ nào trái nghĩa với từ trong ngoặc kép?",abgebaut (thu hẹp),zerstreut (giải tán),durchgefallen (thi trượt),verkauft (bán),zerstreut (giải tán),versammeln,versammelte,tập hợp lại,Tất cả nhân viên đã tập trung tại phòng họp.,,
939,Trái nghĩa,,"Er hat das Licht im Flur ""angemacht"". — Từ nào trái nghĩa với từ trong ngoặc kép?",eingeschlafen (chìm vào giấc ngủ),aufgegeben (từ bỏ),zugeschaut (đứng xem),ausgemacht (tắt),ausgemacht (tắt),anmachen,machte an,bật (đèn); (khẩu ngữ) tán tỉnh,Anh ấy đã bật đèn ở hành lang.,,
940,Trái nghĩa,,"Er hat sich in der Stadt sehr gut ""ausgekannt"". — Từ nào trái nghĩa với từ trong ngoặc kép?",ausgezogen (chuyển ra),nicht ausgekannt (không rành),abgestellt (tắt),durchgefallen (thi trượt),nicht ausgekannt (không rành),auskennen,kannte aus,"rành, thông thạo về",Anh ấy rất rành thành phố này.,,
941,Trái nghĩa,,"Er hat seine Schuhe vor der Tür ""ausgezogen"". — Từ nào trái nghĩa với từ trong ngoặc kép?",untergegangen (lặn - mặt trời),nicht ausgekannt (không rành),angezogen (mặc đồ),abgesagt (từ chối/hủy),angezogen (mặc đồ),ausziehen,zog aus,cởi đồ; chuyển ra khỏi nhà,Anh ấy đã cởi giày trước cửa.,,
942,Trái nghĩa,,"Er hat tief die frische Luft ""eingeatmet"". — Từ nào trái nghĩa với từ trong ngoặc kép?",ausgeatmet (thở ra),abgestellt (tắt),gegeben (cho),verborgen (che giấu),ausgeatmet (thở ra),einatmen,atmete ein,hít vào,Anh ấy đã hít thở sâu bầu không khí trong lành.,,
943,Trái nghĩa,,"Ein Fehler kann nie ganz ""ausgeschlossen"" werden. — Từ nào trái nghĩa với từ trong ngoặc kép?",angebunden (buộc vào),abgeholt (lấy về),ferngeblieben (vắng mặt),eingeschlossen (bao gồm),eingeschlossen (bao gồm),ausschließen,schloss aus,loại trừ,Sai sót không bao giờ có thể bị loại trừ hoàn toàn.,,
944,Trái nghĩa,,"Der Experte hat die Risiken deutlich ""aufgezeigt"". — Từ nào trái nghĩa với từ trong ngoặc kép?",missverstanden (hiểu lầm),zugeschlagen (đóng lại),verborgen (che giấu),angenommen (chấp nhận),verborgen (che giấu),aufzeigen,zeigte auf,"chỉ ra, nêu rõ",Chuyên gia đã chỉ rõ những rủi ro.,,
945,Trái nghĩa,,"Das Pferd hat plötzlich ""ausgeschlagen"". — Từ nào trái nghĩa với từ trong ngoặc kép?",angenommen (chấp nhận),aufgegangen (mở ra),aufgegeben (từ bỏ),gekündigt (từ chức),angenommen (chấp nhận),ausschlagen,schlug aus,từ chối; đá (ngựa),Con ngựa bỗng nhiên đá hậu.,,
946,Trái nghĩa,,"Die Katze ist vor Angst ""weggelaufen"". — Từ nào trái nghĩa với từ trong ngoặc kép?",wachsen gelassen (để mọc dài ra),abgestellt (tắt),ausgeatmet (thở ra),geblieben (ở lại),geblieben (ở lại),weglaufen,lief weg,chạy trốn,Con mèo đã chạy trốn vì sợ hãi.,,
947,Trái nghĩa,,"Alle Mitarbeiter wurden in das Projekt ""eingebunden"". — Từ nào trái nghĩa với từ trong ngoặc kép?",weitergefahren (tiếp tục đi),ausgeschlossen (loại trừ),missverstanden (hiểu lầm),abgewendet (quay lưng đi),ausgeschlossen (loại trừ),einbinden,band ein,tích hợp vào,Tất cả nhân viên đã được đưa vào dự án.,,
948,Trái nghĩa,,"Er hat leider seinen Zug ""verpasst"". — Từ nào trái nghĩa với từ trong ngoặc kép?",abgestellt (tắt máy),geblieben (ở lại),ausgemacht (tắt),erreicht (bắt kịp/đạt được),erreicht (bắt kịp/đạt được),verpassen,verpasste,bỏ lỡ,Tiếc là anh ấy đã lỡ chuyến tàu.,,
949,Trái nghĩa,,"Der Plan wurde am Ende komplett ""verworfen"". — Từ nào trái nghĩa với từ trong ngoặc kép?",angenommen (chấp nhận),verkannt (đánh giá sai),abgestellt (tắt máy),abgebaut (tháo dỡ),angenommen (chấp nhận),verwerfen,verwarf,bác bỏ,Kế hoạch cuối cùng đã bị bác bỏ hoàn toàn.,,
950,Trái nghĩa,,"Ich habe das Passwort falsch ""eingegeben"". — Từ nào trái nghĩa với từ trong ngoặc kép?",beigetreten (gia nhập),entlassen (sa thải),versteckt (giấu đi),gelöscht (xóa),gelöscht (xóa),eingeben,gab ein,nhập dữ liệu,Tôi đã nhập sai mật khẩu.,,
951,Trái nghĩa,,"Ich habe seinen Vorschlag gern ""angenommen"". — Từ nào trái nghĩa với từ trong ngoặc kép?",abgelehnt (từ chối),überlegen (vượt trội/thắng),abgestellt (tắt máy),eingepackt (đóng gói),abgelehnt (từ chối),annehmen,nahm an,chấp nhận; cho rằng,Tôi đã vui vẻ chấp nhận đề nghị của anh ấy.,,
952,Trái nghĩa,,"Sie hat ihre Teilnahme schon ""zugesagt"". — Từ nào trái nghĩa với từ trong ngoặc kép?",verschwiegen (giấu kín),freigemacht (bỏ trống),abgesagt (từ chối/hủy),ausgestiegen (xuống xe),abgesagt (từ chối/hủy),zusagen,sagte zu,"đồng ý, nhận lời",Cô ấy đã đồng ý tham gia rồi.,,
953,Trái nghĩa,,"Man hat ihm Unehrlichkeit ""vorgeworfen"". — Từ nào trái nghĩa với từ trong ngoặc kép?",gelobt (khen ngợi),eingepackt (đóng gói),minderjährig (vị thành niên),angezogen (mặc đồ),gelobt (khen ngợi),vorwerfen,warf vor,buộc tội; trách móc,Người ta đã buộc tội anh ấy không trung thực.,,
954,Trái nghĩa,,"Der Drucker wurde an den Computer ""angeschlossen"". — Từ nào trái nghĩa với từ trong ngoặc kép?",abgestellt (tắt),abgelehnt (từ chối),verborgen (che giấu),getrennt (ngắt kết nối),getrennt (ngắt kết nối),anschließen,schloss an,kết nối,Máy in đã được kết nối với máy tính.,,
955,Trái nghĩa,,"Die Sonne ist heute um sechs Uhr ""aufgegangen"". — Từ nào trái nghĩa với từ trong ngoặc kép?",weitergemacht (tiếp tục),storniert (hủy đặt hàng),untergegangen (lặn - mặt trời),abgenommen (tháo ra),untergegangen (lặn - mặt trời),aufgehen,ging auf,mọc (mặt trời),Hôm nay mặt trời đã mọc lúc sáu giờ.,,
956,Trái nghĩa,,"Sie hat Wasser in die Flasche ""eingefüllt"". — Từ nào trái nghĩa với từ trong ngoặc kép?",verschlechtert (trở nên tệ hơn),stehengeblieben (dừng lại),eingepackt (đóng gói),ausgeleert (đổ ra hết),ausgeleert (đổ ra hết),einfüllen,füllte ein,"đổ vào, rót vào",Cô ấy đã rót nước vào chai.,,
